Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"inputFieldType = getAttribute(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""type"")",Chrome 131.0.0.0,,,03-12-2024 16:51:59,03-12-2024 16:52:00,0.240s,PASSED
"verifyMatch(inputFieldType, ""password"", false)",Chrome 131.0.0.0,,,03-12-2024 16:52:00,03-12-2024 16:52:00,0.008s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,03-12-2024 16:52:00,03-12-2024 16:52:00,0.088s,PASSED
,,,,,,,
Test Cases/Admin/Login/TCC.Hadir.01.012,Chrome 131.0.0.0,Nonaktifkan Password Masking,Login,03-12-2024 16:52:00,03-12-2024 16:52:03,3.109s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,03-12-2024 16:52:00,03-12-2024 16:52:00,0.697s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,03-12-2024 16:52:00,03-12-2024 16:52:00,0.039s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,03-12-2024 16:52:00,03-12-2024 16:52:01,0.295s,PASSED
"setText(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,03-12-2024 16:52:01,03-12-2024 16:52:01,0.745s,PASSED
"setText(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""admin@hadir"")",Chrome 131.0.0.0,,,03-12-2024 16:52:01,03-12-2024 16:52:02,0.505s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/button_HiddenPassword""))",Chrome 131.0.0.0,,,03-12-2024 16:52:02,03-12-2024 16:52:02,0.262s,PASSED
"passwordFieldType = getAttribute(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""type"")",Chrome 131.0.0.0,,,03-12-2024 16:52:02,03-12-2024 16:52:03,0.431s,PASSED
"Assert.assertEquals(passwordFieldType, ""text"")",Chrome 131.0.0.0,,,03-12-2024 16:52:03,03-12-2024 16:52:03,0.007s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,03-12-2024 16:52:03,03-12-2024 16:52:03,0.093s,PASSED
